Account No,Organisation,City,Country,Region,Access,C40,Reporting year,Risks to city's water supply,Timescale,Magnitude,Risk description,Current population,Population year,City Location
62864,"City of Lancaster, PA","Lancaster, PA",United States of America,North America,public,,2018,Declining water quality,Current,NA,"Oil/gas spills, fracking fluids, development around the Susquehanna River Water Basin.",60000,2016,"(40.0379, -76.3055)"
62864,"City of Lancaster, PA","Lancaster, PA",United States of America,North America,public,,2018,Inadequate or ageing infrastructure,Current,NA,"High maintenance, collapsing pipes, frequent flushing.",60000,2016,"(40.0379, -76.3055)"
63616,Abasan Al-Kabira Municipality,Abasan Al-Kabira,State of Palestine,Middle East,public,,2018,Declining water quality,Current,NA,NA,32000,2017,"(31.3231, 34.344)"
63616,Abasan Al-Kabira Municipality,Abasan Al-Kabira,State of Palestine,Middle East,public,,2018,Inadequate or ageing infrastructure,Medium-term,NA,NA,32000,2017,"(31.3231, 34.344)"
63616,Abasan Al-Kabira Municipality,Abasan Al-Kabira,State of Palestine,Middle East,public,,2018,Increased water stress or scarcity,Short-term,NA,NA,32000,2017,"(31.3231, 34.344)"
63919,"City of Saratoga Springs, NY",Saratoga Springs,United States of America,North America,public,,2018,Increased water demand,Current,Less Serious,NA,28027,2017,"(43.0333, -73.8167)"
63919,"City of Saratoga Springs, NY",Saratoga Springs,United States of America,North America,public,,2018,Declining water quality,Long-term,Less Serious,NA,28027,2017,"(43.0333, -73.8167)"
63941,"Broward County, FL",Broward,United States of America,North America,public,,2018,Declining water quality,Long-term,Serious,Saltwater intrusion into freshwater aquifer.,1870000,2014,"(26.1901, 80.3659)"
63999,"City of Miami Beach, FL",Miami Beach,United States of America,North America,public,,2018,Increased water stress or scarcity,Medium-term,NA,Salt water intrusion within our aquifer places a major risk on the primary and only source of fresh water for our region.,91917,2016,"(25.7906, -80.13)"
63999,"City of Miami Beach, FL",Miami Beach,United States of America,North America,public,,2018,Inadequate or ageing infrastructure,Medium-term,NA,The City of Miami Beach is over 100 years old and much of its infrastructure has not been updated within that time period. We have buildings and utilities that are out of date and do not meet the resilient needs of the community.,91917,2016,"(25.7906, -80.13)"
63999,"City of Miami Beach, FL",Miami Beach,United States of America,North America,public,,2018,NA,Current,NA,Flooding has been one of the main issues that our City is dealing with. The combination of salt water intrusion and rising seas has made this issue quite predominant.,91917,2016,"(25.7906, -80.13)"
68378,Municipalidad de Santiago de Surco,Santiago de Surco,Peru,Latin America,public,,2018,Increased water stress or scarcity,Long-term,Extremely serious,"El uso inadecuado del recurso hidrico, generara un estrÃ©s hidrico y posible reduccion de la oferta hÃ­drica.",506879,2016,"(-12.1453, -77.0051)"
69834,Municipalidad de General Alvear (Mendoza),"General Alvear, Buenos Aires",Argentina,Latin America,public,,2018,Increased water stress or scarcity,Current,Extremely serious,"Los rÃ­os Atuel y Diamante aportan sus aguas a la cuenca desde el oeste y sus regÃ­menes son de tipo nival. En el curso de ambos rÃ­os existen sistemas de embalses que, ademÃ¡s de posibilitar la producciÃ³n de hidroelectricidad, actÃºan como elementos de regulaciÃ³n de caudales. En el rÃ­o Diamante, cuyo mÃ³dulo es de 36.8 m3/s, se encuentra el sistema conformado por los diques:-Agua de Toro (376 hm3), Los Reyunos (255hm3) y El Tigre (7 hm3) En el rÃ­o Atuel, de mÃ³dulo 34,7 m3/s, los diques:-El Nihuil (356 hm3) y Valle Grande (168 hm3). El primero de ellos produce la recarga principal de la cuenca, que es del orden de los 130 hm3/aÃ±o en zona de acuÃ­fero libre. El aporte del rÃ­o Atuel, al ingresar a la cuenca es de escasa magnitud y en la mayorÃ­a de su recorrido se comporta como efluente captando aguas freÃ¡ticas y desagÃ¼es de la cuenca. Anualmente se realizan evaluaciones de riesgo de los mismos sobre dos hipÃ³tesis posibles, la ruptura simple y la ruptura en cascada, donde los volÃºmenes erogados variarÃ­an entre los 250 metros cÃºbicos y los 600 metros cÃºbicos, de acuerdo con las estimaciones de las empresas HINISA (HidroelÃ©ctrica Nihuil Sociedad AnÃ³nima) e HIDISA (HidroelÃ©ctrica Diamante Sociedad AnÃ³nima), concesionarias de los sistemas, la recurrencia de un posible incidente de menor gravedad se podrÃ­a presentar entre los 50/100 aÃ±os, mientras que no hay estimaciÃ³n posible para un incidente mayor. Otra de las variantes que presentan los eventos adversos con origen hÃ­drico, son los anegamientos de sectores bajos de nuestro departamento y que tienen como causa las lluvias estivales. Las mismas provocan el colapso de los sistemas de desagÃ¼e pluvial urbano y agrÃ­cola y ademÃ¡s el mal funcionamiento de los sistemas de tratamiento de aguas domiciliarios debiendo en algunos casos evacuar a las familias afectadas. Desde hace unas dÃ©cadas otro evento a considerar, aunque de progreso mÃ¡s lento que los anteriores pero de consecuencias importantes en la poblaciÃ³n regional, es el avance de la desertificaciÃ³n y las variaciones en su capacidad de contenciÃ³n de las napas de aguas subterrÃ¡neas. Estas problemÃ¡ticas son percibidas por nuestras comunidades aunque aÃºn no han sido evaluadas en cuanto al duro impacto que viene provocando y a la severidad con la que se presentaran en el mediano y largo plazo.",46429,2010,"(-34.978, -67.6955)"
69834,Municipalidad de General Alvear (Mendoza),"General Alvear, Buenos Aires",Argentina,Latin America,public,,2018,Inadequate or ageing infrastructure,Current,Serious,"Actualmente el sistema de riego es de muy baja eficiencia, con muy poca capacidad de introducir tecnologÃ­a de regadÃ­o por la condiciÃ³n econÃ³mica del agro.",46429,2010,"(-34.978, -67.6955)"
69834,Municipalidad de General Alvear (Mendoza),"General Alvear, Buenos Aires",Argentina,Latin America,public,,2018,Declining water quality,Long-term,Extremely serious,El riesgo potencial que corre la alta cueca es a raÃ­z de la introducciÃ³n de la industria petroquimica en la zona de recarga de acuÃ­feros.,46429,2010,"(-34.978, -67.6955)"
69850,Municipalidad de Comas,Comas,Peru,Latin America,public,,2018,Increased water stress or scarcity,Medium-term,Serious,El agua que se consume es superficial porque  la captacion es del rÃ­o Rimac y este proviene de las alturas de la sierra y el calentamiento de los nevados se esta perdiendo y cada vez es menos agua en la ciudad.,541000,2017,"(-11.95, -77.0667)"
69973,Alcaldia de Barrancabermeja,Barrancabermeja,Colombia,Latin America,public,,2018,Declining water quality,Medium-term,Serious,la reducciÃ³n del abastecimiento de agua potable en temporadas de sequÃ­a.,191.704,2016,"(7.06066, -73.8724)"
69973,Alcaldia de Barrancabermeja,Barrancabermeja,Colombia,Latin America,public,,2018,Increased water stress or scarcity,Short-term,Extremely serious,NA,191.704,2016,"(7.06066, -73.8724)"
70017,Alcaldia de Palmira,Palmira,Colombia,Latin America,public,,2018,Increased water stress or scarcity,Medium-term,Serious,ReducciÃ³n de la oferta hidrica de la fuente abastecedora,308671,2017,"(3.53944, -76.3036)"
70017,Alcaldia de Palmira,Palmira,Colombia,Latin America,public,,2018,Declining water quality,Long-term,Serious,ReducciÃ³n de la oferta hidrica de la fuente abastecedora,308671,2017,"(3.53944, -76.3036)"
70017,Alcaldia de Palmira,Palmira,Colombia,Latin America,public,,2018,Increased water demand,Medium-term,Serious,Aumento en la poblaciÃ³n de las Ã¡reas urbanas,308671,2017,"(3.53944, -76.3036)"
71557,Quelimane Municipal Council,Quelimane,Mozambique,Africa,public,,2018,Declining water quality,Current,NA,"1. Presence of cemeteries and no land fill for waste disposal and added to this, the city has no sewage system. All this posing great threat to water quality.",250000,2017,"(-17.8503, 36.9218)"
71557,Quelimane Municipal Council,Quelimane,Mozambique,Africa,public,,2018,Inadequate or ageing infrastructure,Current,NA,"1. From the main tank to the end users, there are many leakages and these allow penetration of microorganisms into the water pipes",250000,2017,"(-17.8503, 36.9218)"
71557,Quelimane Municipal Council,Quelimane,Mozambique,Africa,public,,2018,Regulatory,Current,NA,"1. Water at Municipal level should be under local government control but unfortunately, in Mozambique water is managed by a central government entity (FIPAG) which does not disclose the real users to boost the revenue system of the local government",250000,2017,"(-17.8503, 36.9218)"
73240,Tuzla Municipality,Tuzla,Turkey,Europe,public,,2018,Increased water stress or scarcity,Long-term,NA,Turkey is one the those countries that will have water scarcity with its growing populations. Tuzla Municipality recognizes this risk.,235000,2015,"(44.5375, 18.6735)"
73247,Prefeitura de Bayeux,Bayeux,Brazil,Latin America,public,,2018,Increased water stress or scarcity,NA,NA,NA,98716,2016,"(-7.12505, -34.9268)"
73252,Pemba Municipality,Pemba,Mozambique,Africa,public,,2018,Energy supply issues,Medium-term,Serious,A Dencidade populacional daCidade esta crescendo cada vez mais e olhando pela demanda tem havido muita restricao devido a quantidade de consumidores.,201.846,2017,"(-12.9732, 40.5178)"
73252,Pemba Municipality,Pemba,Mozambique,Africa,public,,2018,Increased water stress or scarcity,Long-term,Serious,"Devido as mudancas climaticas que nos ultimos anos na zonas onde tem os lencoes vai escaceando cada vez mais a agua, acentuada pelo aumento de consumo a nivel da Cidade",201.846,2017,"(-12.9732, 40.5178)"
73252,Pemba Municipality,Pemba,Mozambique,Africa,public,,2018,Increased water demand,Long-term,Serious,"O aspecto crescimento populacional acentua de certa maneira a procura, chegado em certos casos havendo restricao da agua.",201.846,2017,"(-12.9732, 40.5178)"
73252,Pemba Municipality,Pemba,Mozambique,Africa,public,,2018,Inadequate or ageing infrastructure,Long-term,Serious,"Devido a antiguidade das infraestruturas factor que de certa maneira condiciona o fornecimentopleno do precioso liquido, necessidade a reabilitacao de toda conduta, para alem de abertura de um novo furo para complementar a existente.",201.846,2017,"(-12.9732, 40.5178)"
73282,Municipality of Ilha de Mozambique,Ilha,Mozambique,Africa,public,,2018,Declining water quality,Current,NA,NA,0,0,"(-15.0364, -40.7323)"
73282,Municipality of Ilha de Mozambique,Ilha,Mozambique,Africa,public,,2018,Inadequate or ageing infrastructure,Current,NA,NA,0,0,"(-15.0364, -40.7323)"
73282,Municipality of Ilha de Mozambique,Ilha,Mozambique,Africa,public,,2018,Increased water stress or scarcity,Current,NA,NA,0,0,"(-15.0364, -40.7323)"
73282,Municipality of Ilha de Mozambique,Ilha,Mozambique,Africa,public,,2018,NA,Medium-term,NA,NA,0,0,"(-15.0364, -40.7323)"
73282,Municipality of Ilha de Mozambique,Ilha,Mozambique,Africa,public,,2018,Regulatory,Current,NA,NA,0,0,"(-15.0364, -40.7323)"
73293,"City of LaGrange, MO",LaGrange,United States of America,North America,public,,2018,Declining water quality,Medium-term,NA,At this time the city has looped lines that do not have much flow. Due to slow flow the water quality in these locations needs to be addressed.,931,2010,"(40.0428, -91.4976)"
73295,"City of La Crosse, WI",La Crosse,United States of America,North America,public,,2018,Inadequate or ageing infrastructure,Current,Serious,"Aging water, sewer, storm water pipes",51320,2010,"(43.8014, -91.2396)"
73295,"City of La Crosse, WI",La Crosse,United States of America,North America,public,,2018,Declining water quality,Short-term,Serious,New sources of pollution not treated at plant,51320,2010,"(43.8014, -91.2396)"
73301,"City of Gretna, LA",Gretna,United States of America,North America,public,,2018,Increased water stress or scarcity,Long-term,Extremely serious,Saltwater intrusion on MS River.,17935,2017,"(29.9164, -90.0542)"
73301,"City of Gretna, LA",Gretna,United States of America,North America,public,,2018,Inadequate or ageing infrastructure,Current,Extremely serious,The majority of water/wastewater and stormwater infrastructure within the City was constructed in the 1930s and is at or near the end of its useful life.,17935,2017,"(29.9164, -90.0542)"
73301,"City of Gretna, LA",Gretna,United States of America,North America,public,,2018,Declining water quality,Current,Serious,"Nutrient/pollutant loading on the MS River from agricultural, petrochemical and urban stormwater runoff contributes to continued water quality issues on the MS River.",17935,2017,"(29.9164, -90.0542)"
73413,Commune de Cocody,Cocody,CÃ´te d'Ivoire,Africa,public,,2018,Increased water demand,Long-term,Less Serious,L'urbanisation croissante entraÃ®ne une demande sans cesse croissante de lâ€™accÃ¨s Ã  de l'eau potable.,800,2014,"(5.3602, -3.9674)"
73706,City of Alameda,Alameda,United States of America,North America,public,,2018,Increased water stress or scarcity,Medium-term,Serious,NA,75961,2017,"(37.4522, 122.163)"
74401,"City of Encinitas, CA",Encinitas,United States of America,North America,public,,2018,Increased water stress or scarcity,Medium-term,Extremely serious,"Increased temperatures, particularly in the Sierra Nevada region, which supports the State Water Project, as well as the Rocky Mountains, which heads the Colorado River, will lead to earlier and faster snowmelt and could leave the City vulnerable to water resource fluctuation during historically dry months.  Additionally, as temperatures rise and snowpack decreases, the dry season may manifest earlier in the year and extend later, leading to a longer season of water insecurity.  Further, as the climate warms, precipitation will fall more often at high elevations as rain rather than snow, which will reduce the Sierra Nevada and Rocky Mountain snowpack that the City and surrounding regions need for surface water supply.",63131,2016,"(33.0454, -117.293)"
